id,codeAndCountry,serieCode,country,serieName,year,indicator
23780,"1.2 - Gambia, The - 93265",1.2,"Gambia, The",1.2 - Eradicate extreme poverty and hunger,2004,NA
24502,"1.2 - Gambia, The - 93265",1.2,"Gambia, The",1.2 - Eradicate extreme poverty and hunger,2005,NA
25224,"1.2 - Gambia, The - 93265",1.2,"Gambia, The",1.2 - Eradicate extreme poverty and hunger,2006,NA
25946,"1.2 - Gambia, The - 93265",1.2,"Gambia, The",1.2 - Eradicate extreme poverty and hunger,2007,NA
681,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1972,NA
1403,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1973,NA
2125,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1974,NA
2847,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1975,NA
3569,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1976,NA
4291,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1977,NA
5013,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1978,NA
5735,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1979,NA
6457,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1980,NA
7179,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1981,NA
7901,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1982,NA
8623,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1983,NA
9345,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1984,NA
10067,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1985,NA
10789,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1986,NA
11511,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1987,NA
12233,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1988,NA
12955,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1989,NA
13677,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1990,NA
14399,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1991,NA
15121,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1992,NA
15843,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1993,NA
16565,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1994,NA
17287,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1995,NA
18009,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1996,0.0083
18731,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1997,0.0528
19453,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1998,0.018
20175,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,1999,0.0595
20897,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,2000,0.065
21619,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,2001,0.0603
22341,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,2002,0.0457
23063,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,2003,0.0535
23785,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,2004,NA
24507,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,2005,0.0482
25229,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,2006,0.0446
25951,1.2 - Georgia - 94602,1.2,Georgia,1.2 - Eradicate extreme poverty and hunger,2007,0.0411
645,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1972,NA
1367,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1973,NA
2089,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1974,NA
2811,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1975,NA
3533,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1976,NA
4255,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1977,NA
4977,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1978,NA
5699,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1979,NA
6421,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1980,NA
7143,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1981,NA
7865,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1982,NA
8587,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1983,NA
9309,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1984,NA
10031,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1985,NA
10753,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1986,NA
11475,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1987,NA
12197,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1988,0.1799
12919,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1989,0.1718
13641,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1990,NA
14363,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1991,NA
15085,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1992,0.1834
15807,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1993,NA
16529,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1994,NA
17251,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1995,NA
17973,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1996,NA
18695,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1997,NA
19417,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1998,0.1435
20139,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,1999,NA
20861,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,2000,NA
21583,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,2001,NA
22305,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,2002,NA
23027,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,2003,NA
23749,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,2004,NA
24471,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,2005,NA
25193,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,2006,0.0988
25915,1.2 - Ghana - 97276,1.2,Ghana,1.2 - Eradicate extreme poverty and hunger,2007,NA
636,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1972,NA
1358,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1973,NA
2080,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1974,NA
2802,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1975,NA
3524,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1976,NA
4246,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1977,NA
4968,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1978,NA
5690,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1979,NA
6412,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1980,NA
7134,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1981,NA
7856,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1982,NA
8578,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1983,NA
9300,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1984,NA
10022,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1985,NA
10744,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1986,NA
11466,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1987,NA
12188,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1988,NA
12910,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1989,NA
13632,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1990,NA
14354,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1991,0.217
15076,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1992,NA
15798,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1993,0.2055
16520,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1994,NA
17242,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1995,NA
17964,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1996,NA
18686,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1997,NA
19408,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1998,NA
20130,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,1999,NA
20852,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,2000,NA
21574,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,2001,NA
22296,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,2002,0.1655
23018,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,2003,NA
23740,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,2004,NA
24462,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,2005,NA
25184,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,2006,NA
25906,1.2 - Guinea-Bissau - 106635,1.2,Guinea-Bissau,1.2 - Eradicate extreme poverty and hunger,2007,NA
637,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1972,NA
1359,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1973,NA
2081,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1974,NA
2803,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1975,NA
3525,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1976,NA
4247,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1977,NA
4969,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1978,NA
5691,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1979,NA
6413,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1980,NA
7135,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1981,NA
7857,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1982,NA
8579,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1983,NA
9301,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1984,NA
10023,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1985,NA
10745,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1986,NA
11467,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1987,NA
12189,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1988,NA
12911,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1989,NA
13633,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1990,NA
14355,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1991,NA
15077,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1992,NA
15799,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1993,0.0153
16521,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1994,NA
17243,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1995,NA
17965,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1996,NA
18687,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1997,NA
19409,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1998,0.0277
20131,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,1999,NA
20853,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,2000,NA
21575,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,2001,NA
22297,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,2002,NA
23019,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,2003,NA
23741,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,2004,NA
24463,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,2005,NA
25185,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,2006,NA
25907,1.2 - Guyana - 107972,1.2,Guyana,1.2 - Eradicate extreme poverty and hunger,2007,NA
666,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1972,NA
1388,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1973,NA
2110,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1974,NA
2832,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1975,NA
3554,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1976,NA
4276,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1977,NA
4998,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1978,NA
5720,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1979,NA
6442,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1980,NA
7164,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1981,NA
7886,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1982,NA
8608,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1983,NA
9330,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1984,NA
10052,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1985,NA
10774,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1986,NA
11496,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1987,NA
12218,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1988,NA
12940,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1989,NA
13662,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1990,NA
14384,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1991,NA
15106,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1992,NA
15828,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1993,NA
16550,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1994,NA
17272,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1995,NA
17994,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1996,NA
18716,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1997,NA
19438,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1998,NA
20160,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,1999,NA
20882,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,2000,NA
21604,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,2001,0.3231
22326,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,2002,NA
23048,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,2003,NA
23770,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,2004,NA
24492,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,2005,NA
25214,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,2006,NA
25936,1.2 - Haiti - 109309,1.2,Haiti,1.2 - Eradicate extreme poverty and hunger,2007,NA
678,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1972,NA
1400,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1973,NA
2122,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1974,NA
2844,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1975,NA
3566,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1976,NA
4288,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1977,NA
5010,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1978,NA
5732,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1979,NA
6454,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1980,NA
7176,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1981,NA
7898,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1982,NA
8620,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1983,NA
9342,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1984,NA
10064,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1985,NA
10786,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1986,NA
11508,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1987,5.00E-04
12230,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1988,NA
12952,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1989,2.00E-04
13674,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1990,NA
14396,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1991,NA
15118,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1992,NA
15840,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1993,0.0015
16562,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1994,NA
17284,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1995,NA
18006,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1996,NA
18728,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1997,NA
19450,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1998,0.0011
20172,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,1999,0.0014
20894,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,2000,0.0012
21616,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,2001,0.0011
22338,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,2002,5.00E-04
23060,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,2003,NA
23782,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,2004,0.0011
24504,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,2005,NA
25226,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,2006,NA
25948,1.2 - Hungary - 113320,1.2,Hungary,1.2 - Eradicate extreme poverty and hunger,2007,0.0016
670,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1972,NA
1392,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1973,NA
2114,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1974,NA
2836,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1975,NA
3558,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1976,NA
4280,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1977,NA
5002,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1978,0.2322
5724,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1979,NA
6446,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1980,NA
7168,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1981,NA
7890,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1982,NA
8612,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1983,0.1724
9334,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1984,NA
10056,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1985,NA
10778,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1986,NA
11500,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1987,NA
12222,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1988,0.1581
12944,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1989,NA
13666,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1990,NA
14388,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1991,NA
15110,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1992,NA
15832,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1993,NA
16554,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1994,0.1356
17276,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1995,NA
17998,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1996,NA
18720,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1997,NA
19442,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1998,NA
20164,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,1999,NA
20886,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,2000,NA
21608,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,2001,NA
22330,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,2002,NA
23052,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,2003,NA
23774,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,2004,NA
24496,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,2005,0.1051
25218,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,2006,NA
25940,1.2 - India - 115994,1.2,India,1.2 - Eradicate extreme poverty and hunger,2007,NA
649,1.2 - Indonesia - 117331,1.2,Indonesia,1.2 - Eradicate extreme poverty and hunger,1972,NA
1371,1.2 - Indonesia - 117331,1.2,Indonesia,1.2 - Eradicate extreme poverty and hunger,1973,NA
2093,1.2 - Indonesia - 117331,1.2,Indonesia,1.2 - Eradicate extreme poverty and hunger,1974,NA
