"","X1","codeAndCountry","serieCode","country","serieName","year","indicator"
"3644",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1977",NA
"4366",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1978",NA
"5088",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1979",NA
"5810",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1980",NA
"6532",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1981",NA
"7254",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1982",NA
"7976",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1983",NA
"8698",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1984",NA
"9420",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1985",NA
"10142",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1986",NA
"10864",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1987",NA
"11586",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1988",NA
"12308",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1989",NA
"13030",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1990",NA
"13752",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1991",NA
"14474",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1992",NA
"15196",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1993",NA
"15918",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1994",NA
"16640",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1995",NA
"17362",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1996",NA
"18084",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1997",NA
"18806",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1998",NA
"19528",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","1999",NA
"20250",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","2000",NA
"20972",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","2001",NA
"21694",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","2002",0.9127135
"22416",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","2003",0.751634
"23138",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","2004",0.8438744
"23860",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","2005",0.8070388
"24582",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","2006",NA
"25304",263405,"2.1 - Turks and Caicos Islands - 263405","2.1","Turks and Caicos Islands","2.1 - Achieve universal primary education","2007",NA
"30",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1972",NA
"752",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1973",NA
"1474",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1974",NA
"2196",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1975",NA
"2918",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1976",NA
"3640",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1977",NA
"4362",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1978",NA
"5084",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1979",0.3721358
"5806",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1980",NA
"6528",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1981",0.4079829
"7250",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1982",0.4259778
"7972",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1983",NA
"8694",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1984",NA
"9416",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1985",NA
"10138",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1986",0.5682151
"10860",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1987",NA
"11582",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1988",NA
"12304",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1989",NA
"13026",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1990",NA
"13748",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1991",NA
"14470",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1992",NA
"15192",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1993",NA
"15914",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1994",NA
"16636",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1995",NA
"17358",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1996",NA
"18080",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1997",NA
"18802",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1998",NA
"19524",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","1999",NA
"20246",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","2000",NA
"20968",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","2001",NA
"21690",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","2002",NA
"22412",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","2003",NA
"23134",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","2004",NA
"23856",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","2005",NA
"24578",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","2006",NA
"25300",266079,"2.1 - Uganda - 266079","2.1","Uganda","2.1 - Achieve universal primary education","2007",NA
"38",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1972",NA
"760",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1973",NA
"1482",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1974",NA
"2204",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1975",NA
"2926",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1976",NA
"3648",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1977",NA
"4370",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1978",NA
"5092",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1979",NA
"5814",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1980",NA
"6536",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1981",NA
"7258",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1982",NA
"7980",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1983",NA
"8702",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1984",NA
"9424",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1985",NA
"10146",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1986",NA
"10868",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1987",NA
"11590",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1988",NA
"12312",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1989",NA
"13034",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1990",NA
"13756",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1991",NA
"14478",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1992",NA
"15200",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1993",NA
"15922",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1994",NA
"16644",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1995",NA
"17366",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1996",NA
"18088",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1997",NA
"18810",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1998",NA
"19532",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","1999",NA
"20254",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","2000",NA
"20976",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","2001",NA
"21698",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","2002",0.9456218
"22420",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","2003",0.8966701
"23142",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","2004",0.8993423
"23864",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","2005",0.9050589
"24586",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","2006",0.8961197
"25308",267416,"2.1 - Ukraine - 267416","2.1","Ukraine","2.1 - Achieve universal primary education","2007",0.8937457
"27",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1972",0.9870071
"749",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1973",0.9787685
"1471",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1974",0.9729772
"2193",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1975",0.9695443
"2915",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1976",0.9674151
"3637",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1977",0.9681024
"4359",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1978",0.9662835
"5081",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1979",0.9654001
"5803",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1980",0.9764328
"6525",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1981",0.9726541
"7247",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1982",0.9607842
"7969",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1983",0.9434458
"8691",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1984",0.9381592
"9413",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1985",0.9276835
"10135",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1986",0.9441804
"10857",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1987",0.9724924
"11579",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1988",0.9894688
"12301",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1989",0.9966796
"13023",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1990",0.9927864
"13745",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1991",0.9761603
"14467",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1992",0.961686
"15189",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1993",NA
"15911",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1994",NA
"16633",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1995",NA
"17355",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1996",NA
"18077",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1997",NA
"18799",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1998",0.9989876
"19521",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","1999",0.9994836
"20243",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","2000",0.999512
"20965",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","2001",0.9994393
"21687",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","2002",0.9994273
"22409",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","2003",0.9992726
"23131",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","2004",0.9947661
"23853",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","2005",0.9998815
"24575",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","2006",0.9974921
"25297",270090,"2.1 - United Kingdom - 270090","2.1","United Kingdom","2.1 - Achieve universal primary education","2007",0.9848353
"61",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1972",NA
"783",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1973",NA
"1505",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1974",NA
"2227",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1975",NA
"2949",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1976",NA
"3671",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1977",NA
"4393",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1978",NA
"5115",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1979",NA
"5837",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1980",NA
"6559",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1981",0.8509949
"7281",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1982",NA
"8003",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1983",NA
"8725",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1984",NA
"9447",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1985",NA
"10169",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1986",NA
"10891",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1987",NA
"11613",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1988",NA
"12335",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1989",0.7512458
"13057",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1990",NA
"13779",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1991",NA
"14501",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1992",NA
"15223",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1993",NA
"15945",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1994",NA
"16667",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1995",NA
"17389",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1996",NA
"18111",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1997",NA
"18833",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1998",0.9805453
"19555",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","1999",0.9764269
"20277",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","2000",0.9931876
"20999",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","2001",0.9957592
"21721",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","2002",0.9922567
"22443",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","2003",0.9966539
"23165",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","2004",0.976292
"23887",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","2005",0.991523
"24609",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","2006",NA
"25331",275438,"2.1 - Vanuatu - 275438","2.1","Vanuatu","2.1 - Achieve universal primary education","2007",NA
"32",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1972",0.7923491
"754",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1973",0.7822804
"1476",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1974",0.7637999
"2198",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1975",0.7693975
"2920",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1976",0.798901
"3642",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1977",0.8143582
"4364",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1978",0.8321712
"5086",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1979",0.8439237
"5808",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1980",NA
"6530",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1981",NA
"7252",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1982",NA
"7974",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1983",NA
"8696",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1984",NA
"9418",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1985",NA
"10140",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1986",NA
"10862",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1987",NA
"11584",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1988",NA
"12306",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1989",NA
"13028",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1990",NA
"13750",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1991",NA
"14472",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1992",NA
"15194",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1993",NA
"15916",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1994",NA
"16638",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1995",NA
"17360",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1996",NA
"18082",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1997",NA
"18804",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1998",NA
"19526",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","1999",0.8633162
"20248",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","2000",0.8902203
"20970",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","2001",0.9184501
"21692",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","2002",0.9494861
"22414",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","2003",0.9362088
"23136",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","2004",0.9386078
"23858",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","2005",0.9256863
"24580",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","2006",0.9317744
"25302",276775,"2.1 - Venezuela, RB - 276775","2.1","Venezuela, RB","2.1 - Achieve universal primary education","2007",0.9409598
"43",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1972",NA
"765",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1973",NA
"1487",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1974",NA
"2209",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1975",NA
"2931",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1976",NA
"3653",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1977",NA
"4375",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1978",NA
"5097",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1979",NA
"5819",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1980",NA
"6541",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1981",NA
"7263",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1982",NA
"7985",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1983",NA
"8707",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1984",NA
"9429",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1985",NA
"10151",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1986",NA
"10873",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1987",NA
"11595",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1988",NA
"12317",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1989",NA
"13039",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1990",NA
"13761",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1991",NA
"14483",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1992",NA
"15205",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1993",NA
"15927",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1994",NA
"16649",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1995",NA
"17371",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1996",NA
"18093",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1997",NA
"18815",280786,"2.1 - West Bank and Gaza - 280786","2.1","West Bank and Gaza","2.1 - Achieve universal primary education","1998",NA
